School,Term,Code,Title,Instructor
Cornell University,SP22,MATH 4340,Honors Introduction to Algebra,Trevor Jones (ttj9)
Cornell University,SP22,MATH 4420,Introduction to Combinatorics II,Chaitanya Tappu (ct596)
Cornell University,SP22,MATH 4500,Matrix Groups,Camil Muscalu (fm69)
Cornell University,SP22,MATH 4540,Introduction to Differential Geometry,Marcelo Aguiar (ma18)
Cornell University,SP22,MATH 4710,Basic Probability,Marcelo Aguiar (ma18)
Cornell University,SP22,MATH 4720,Statistics,Daniel Halpern-Leistner (dsh233)
Cornell University,SP22,MATH 4740,Stochastic Processes,Daniel Halpern-Leistner (dsh233)
Cornell University,SP22,MATH 4820,Topics in Logic and the Foundations of Mathematics,Michael Nussbaum (mn66)
Cornell University,SP22,MATH 4900,Supervised Research,
Cornell University,SP22,MATH 4901,Supervised Reading,
Cornell University,SP22,MATH 4980,Special Study for Mathematics Teaching,
Cornell University,SP22,MATH 5080,Special Study for Teachers,Carl Poitras (cbp8)
Cornell University,SP22,MATH 5420,Introduction to Combinatorics II,
Cornell University,SP22,MATH 6120,Complex Analysis,
Cornell University,SP22,MATH 6150,Partial Differential Equations,
Cornell University,SP22,MATH 6220,Applied Functional Analysis,Kelly Delp (kd288)
Cornell University,SP22,MATH 6320,Algebra,Kelly Delp (kd288)
Cornell University,SP22,MATH 6350,Homological Algebra,Matthew Durham (mgd65)
Cornell University,SP22,MATH 6370,Algebraic Number Theory,
Cornell University,SP22,MATH 6410,Enumerative Combinatorics,
Cornell University,SP22,MATH 6510,Algebraic Topology,
Cornell University,SP22,MATH 6540,Homotopy Theory,
Cornell University,SP22,MATH 6670,Algebraic Geometry,
Cornell University,SP22,MATH 6720,Probability Theory II,
Cornell University,SP22,MATH 6730,Mathematical Statistics I,
Cornell University,SP22,MATH 6830,Model Theory,
Cornell University,SP22,MATH 7120,Topics in Analysis,
Cornell University,SP22,MATH 7290,Seminar on Scientific Computing and Numerics,
Cornell University,SP22,MATH 7390,Topics in Lie Groups and Lie Algebras,
Cornell University,SP22,MATH 7560,Topology and Geometric Group Theory Seminar,
Cornell University,SP22,MATH 7580,Topics in Topology,
Cornell University,SP22,MATH 7620,Topics in Geometry,
Cornell University,SP22,MATH 7710,Topics in Probability Theory,
Cornell University,SP22,MATH 7820,Seminar in Logic,
Cornell University,SP22,MATH 7900,Supervised Reading and Research,
Cornell University,SP22,MEDVL 1101,FWS: Aspects of Medieval Culture,Savannah Caldwell (sc2936)
Cornell University,SP22,MEDVL 1740,Imperial China,Ryan Randle (rar348)
Cornell University,SP22,MEDVL 2082,Of Ice and Men: Masculinities in the Medieval North,Zachary Thomas (zt245)
Cornell University,SP22,MEDVL 2170,Early Modern Iberian Survey,Alice Wolff (acw262)
Cornell University,SP22,MEDVL 2355,Introduction to Medieval Art and Culture,Thari Zweers (tlz5)
Cornell University,SP22,MEDVL 3080,Icelandic Family Sagas,Patrick Naeve (pgn23)
Cornell University,SP22,MEDVL 3120,Beowulf,Samuel Barber (sjb354)
Cornell University,SP22,MEDVL 3200,The Viking Age,Samuel Barber (sjb354)
Cornell University,SP22,MEDVL 3210,Medieval Philosophy,Tj Hinrichs (th289)
Cornell University,SP22,MEDVL 3315,Old Norse I,
Cornell University,SP22,MEDVL 4002,Latin Philosophical Texts,
Cornell University,SP22,MEDVL 4351,Problems in Byzantine Art,Oren Falk (of24)
Cornell University,SP22,MEDVL 4420,Tang Poetry: Themes and Contexts,Laura Francis (lrf62)
Cornell University,SP22,MEDVL 6020,Latin Philosophical Texts,Cynthia Robinson (cr94)
Cornell University,SP22,MEDVL 6120,Beowulf,Cynthia Robinson (cr94)
Cornell University,SP22,MEDVL 6210,Topics in Medieval Philosophy,Cynthia Robinson (cr94)
Cornell University,SP22,MEDVL 6351,Problems in Byzantine Art,Thomas Hill (tdh1)
Cornell University,SP22,MEDVL 6425,Mysticism in Medieval Europe,Thomas Hill (tdh1)
Cornell University,SP22,MEDVL 8010,Directed Study - Individual,Oren Falk (of24)
Cornell University,SP22,MEDVL 8020,Directed Study - Group,
Cornell University,SP22,MGMT 5020,Managerial Reporting,Daniel Szpiro (das247)
Cornell University,SP22,MGMT 5080,Operations Management,Srinagesh Gavirneni (sg337)
Cornell University,SP22,MGMT 5090,Strategy,Garrick Blalock (gb78)
Cornell University,SP22,MGMT 5110,Financial Modeling,Garrick Blalock (gb78)
Cornell University,SP22,MGMT 5225,Systems and Analytics,Garrick Blalock (gb78)
Cornell University,SP22,MGMT 5260,Advanced Corporate Finance,David Nichols (dcn6)
Cornell University,SP22,MGMT 5390,Profiles in Leadership,Eric Lewis (eel33)
Cornell University,SP22,MGMT 5640,Entrepreneurship,Margarita Tsoutsoura (mt765)
Cornell University,SP22,MGMT 5830,Investments,Joseph Wilson (jtw45)
Cornell University,SP22,MILS 1102,Foundations in Leadership,Andrew MacVey (apm249)
Cornell University,SP22,MILS 1111,Leadership Laboratory I,Andrew MacVey (apm249)
Cornell University,SP22,MILS 2202,Army Doctrine and Decision Making,Charles Ouellette (cmo89)
Cornell University,SP22,MILS 2211,Leadership Laboratory II,Charles Ouellette (cmo89)
Cornell University,SP22,MILS 3302,Applied Leadership in Small Unit Operations,Stephen Ficchi (slf236)
Cornell University,SP22,MILS 3311,Leadership Laboratory III,
Cornell University,SP22,MILS 4400,Special Problems for Advanced Undergraduates,James Tully (jet255)
Cornell University,SP22,MILS 4402,Company Grade Leadership,James Tully (jet255)
Cornell University,SP22,MILS 4411,Leadership Laboratory IV,James Tully (jet255)
Cornell University,SP22,MSE 1190,Biomaterials for the Skeletal System,Eve Donnelly (eld26)
Cornell University,SP22,MSE 2060,Atomic and Molecular Structure of Matter,Chekesha Watson (cml66)
Cornell University,SP22,MSE 2620,Electronic Materials for the Information Age,Chekesha Watson (cml66)
Cornell University,SP22,MSE 2900,Special Projects in Materials Science and Engineering,R. van Dover (rbv2)
Cornell University,SP22,MSE 2920,Research Involvement IIb,R. van Dover (rbv2)
Cornell University,SP22,MSE 3040,"Kinetics, Diffusion, and Phase Transformations",R. van Dover (rbv2)
Cornell University,SP22,MSE 3050,"Electronic, Magnetic, and Dielectric Properties of Materials",R. van Dover (rbv2)
Cornell University,SP22,MSE 3070,Materials Design Concepts I,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 3120,Junior Laboratory II,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 3900,Special Projects in Materials Science and Engineering,Julia Dshemuchadse (jd732)
Cornell University,SP22,MSE 3920,Research Involvement IIIb,Julia Dshemuchadse (jd732)
Cornell University,SP22,MSE 4060,Senior Experimental Thesis II,Darrell Schlom (ds636)
Cornell University,SP22,MSE 4070,Materials Design Concepts II,Darrell Schlom (ds636)
Cornell University,SP22,MSE 4900,Special Projects in Materials Science and Engineering,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 4920,Research Involvement IVb,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 4950,Undergraduate Teaching Involvement,Lisa Thompson (lrt5)
Cornell University,SP22,MSE 5005,MSE MEng Professional Development,Lisa Thompson (lrt5)
Cornell University,SP22,MSE 5010,MEng Project - Ongoing,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 5011,MEng Project - Terminal,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 5150,Structures and Materials for Sustainable Energy Systems,R. van Dover (rbv2)
Cornell University,SP22,MSE 5210,Properties of Solid Polymers,Marty Murtagh (mjm43)
Cornell University,SP22,MSE 5440,"Soap Bubbles, Snowflakes, and Steps: Interfacial and Surface Phenomena in Materials Science",Marty Murtagh (mjm43)
Cornell University,SP22,MSE 5620,Biomineralization: The Formation and Properties of Inorganic Biomaterials,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 5720,Computational Materials Science,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 5802,Materials Structure and Mechanical Properties,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 5840,"Kinetics, Diffusion, and Phase Transformation",Alexander Deyhim (akd9)
Cornell University,SP22,MSE 5850,"Electronic, Magnetic, and Dielectric Properties of Materials",Alexander Deyhim (akd9)
Cornell University,SP22,MSE 5860,Atomic and Molecular Structure of Matter,Alexander Deyhim (akd9)
Cornell University,SP22,MSE 5862,Introduction to Electronic Materials,Petru Petrina (pp25)
Cornell University,SP22,MSE 6010,Chemistry of Materials,Christopher Ober (cko3)
Cornell University,SP22,MSE 6040,Kinetics of Reactions in Condensed Matter,Christopher Umbach (ccu1)
Cornell University,SP22,MSE 6210,Solid State Chemistry,Lara Estroff (lae37)
Cornell University,SP22,MSE 7930,Peer Mentoring and Leadership Essentials,Nicole Benedek (nab83)
Cornell University,SP22,MSE 8000,Research in Materials Science,Nicole Benedek (nab83)
Cornell University,SP22,MSE 8010,Materials Science and Engineering Colloquium,Shefford Baker (spb14)
Cornell University,SP22,MSE 8020,Materials Science Research Seminars,Julia Dshemuchadse (jd732)
Cornell University,SP22,MUSIC 1100,Elements of Musical Notation,Rafael Torralvo da Silva (rt468)
Cornell University,SP22,MUSIC 1105,Building Musical Skills,Rafael Torralvo da Silva (rt468)
Cornell University,SP22,MUSIC 1202,Classical Music from 1750 to the Present,James Spinazzola (jms862)
Cornell University,SP22,MUSIC 1212,Music on the Brain,
Cornell University,SP22,MUSIC 1466,Physics of Musical Sound,
Cornell University,SP22,MUSIC 1701,"FWS: Sound, Sense and Ideas",
Cornell University,SP22,MUSIC 2102,"Theory, Materials and Techniques II",
Cornell University,SP22,MUSIC 2112,Collaborative Songwriting,
Cornell University,SP22,MUSIC 2201,Introduction to Music Studies,
Cornell University,SP22,MUSIC 2221,Bach and Handel,Zoe Weiss (zw36)
Cornell University,SP22,MUSIC 2311,The Art and Craft of Music Journalism,Annie Lewandowski (apl72)
Cornell University,SP22,MUSIC 2330,Music in and of East Asia,Robert Thorne (ret6)
Cornell University,SP22,MUSIC 2421,Computers in Music Performance,Robert Thorne (ret6)
Cornell University,SP22,MUSIC 2441,Shaping Sound II,Robert Thorne (ret6)
Cornell University,SP22,MUSIC 2703,Thinking Media,Thomas Cressy (tac245)
Cornell University,SP22,MUSIC 3324,Singing from the Heart: Choral Music and the Human Experience,Lee Tyson (lkt34)
Cornell University,SP22,MUSIC 3422,Perform it Yourself,Lee Tyson (lkt34)
Cornell University,SP22,MUSIC 3431,Sound Design,Lawrence Shuster (lbs239)
Cornell University,SP22,MUSIC 3511,Individual Instruction,
Cornell University,SP22,MUSIC 3512,Individual Instruction,Annie Lewandowski (apl72)
Cornell University,SP22,MUSIC 3513,Individual Instruction,Benjamin Piekut (bdp63)
Cornell University,SP22,MUSIC 3514,Individual Instruction,David Yearsley (dgy2)
Cornell University,SP22,MUSIC 3602,Chorus,David Yearsley (dgy2)
Cornell University,SP22,MUSIC 3603,Glee Club,Christopher Miller (cjm299)
Cornell University,SP22,MUSIC 3604,Chorale,Kevin Ernste (kme32)
Cornell University,SP22,MUSIC 3610,Cornell Gamelan Ensemble,Marianthi Papalexandri-Alexandri (mp955)
Cornell University,SP22,MUSIC 3613,Cornell Steel Band,Erik Born (ecb234)
Cornell University,SP22,MUSIC 3615,Jazz Repertory Ensemble,Anna Steppler (ams828)
Cornell University,SP22,MUSIC 3616,Cornell Hip-Hop Collective,Piyawat Louilarpprasert (pl553)
Cornell University,SP22,MUSIC 3621,Cornell Symphony Orchestra,Warren Cross (wdc4)
Cornell University,SP22,MUSIC 3631,Cornell Wind Symphony,Warren Cross (wdc4)
Cornell University,SP22,MUSIC 3634,Cornell Percussion Group,Tamara Acosta (tca46)
Cornell University,SP22,MUSIC 3660,Music Improvisation Ensemble,
Cornell University,SP22,MUSIC 3901,Supplemental Study in Music,Desmond Bratton (drb333)
Cornell University,SP22,MUSIC 3902,Choral Musicianship,Ilze Brink-Button (ib255)
Cornell University,SP22,MUSIC 4121,Advanced Conducting,Blaise Bryski (bdb3)
Cornell University,SP22,MUSIC 4341,Writing Musical Ethnography,Louis Arques (la372)
Cornell University,SP22,MUSIC 4440,FutureSound,
Cornell University,SP22,MUSIC 4501,Individual Instruction,
Cornell University,SP22,MUSIC 4601,Chamber Singers,Peter Chwazik (pac254)
Cornell University,SP22,MUSIC 4615,Jazz Ensemble,Anna Coogan (atc86)
Cornell University,SP22,MUSIC 4616,Jazz Combos,Emily DiAngelo (ead236)
Cornell University,SP22,MUSIC 4621,Cornell Chamber Orchestra,Gregory Evans (ge75)
Cornell University,SP22,MUSIC 4631,Chamber Flute Ensemble,Eric Feinstein (ehf6)
Cornell University,SP22,MUSIC 4641,Advanced Instruction in Gamelan,Lucy Fitz Gibbon (lhf33)
Cornell University,SP22,MUSIC 4651,Chamber Music Ensemble,Melissa Gardiner (mmg252)
Cornell University,SP22,MUSIC 4667,"Sonic Remains: Media, Performance, and Material Culture",John Haines-Eitzen (jah242)
Cornell University,SP22,MUSIC 4901,Independent Study in Music,Ricardo Lugo-Garay (rll258)
Cornell University,SP22,MUSIC 4912,Honors in Music,Daniel Hawkins (dhh67)
Cornell University,SP22,MUSIC 6341,Writing Musical Ethnography,Thomas Feng (ttf8)
Cornell University,SP22,MUSIC 6400,Thinking Media Studies,Timothy Ball (tb565)
Cornell University,SP22,MUSIC 6410,Bending Instruments,Ariana Kim (ak932)
Cornell University,SP22,MUSIC 6440,FutureSound,
Cornell University,SP22,MUSIC 6667,"Sonic Remains: Media, Performance, and Material Culture",
Cornell University,SP22,MUSIC 7111,Composition,Annie Lewandowski (apl72)
Cornell University,SP22,MUSIC 7321,"Politics, Utopias, and Noise in the Sound Archive",Mike Lee (mcl77)
Cornell University,SP22,MUSIC 7356,Rhetoric of Social Movements,
Cornell University,SP22,MUSIC 7501,Historical Performance Practice,
Cornell University,SP22,MUSIC 7901,Independent Study in Music,Judy Park (jp626)
Cornell University,SP22,NACCT 5532,Fraud Examination,Marquise Riley (msr259)
Cornell University,SP22,NAVS 1102,Sea Power and Maritime Affairs,Tyler Trainor (tst45)
Cornell University,SP22,NAVS 1142,Naval Professional Laboratory,Sean Mansfield (stm86)
Cornell University,SP22,NAVS 2242,Naval Professional Laboratory,Tyler Trainor (tst45)
Cornell University,SP22,NAVS 2301,Principles of Navigation,Sean Mansfield (stm86)
Cornell University,SP22,NAVS 3202,Naval Ships Systems II (Weapons),Sean Mansfield (stm86)
Cornell University,SP22,NAVS 3342,Naval Professional Laboratory,Tyler Trainor (tst45)
Cornell University,SP22,NAVS 4402,Leadership and Ethics,Sean Mansfield (stm86)
Cornell University,SP22,NAVS 4411,Fundamentals of Maneuver Warfare,Scott Hardy (sah347)
Cornell University,SP22,NAVS 4442,Naval Professional Laboratory,Scott Hardy (sah347)
Cornell University,SP22,NAVS 4991,Independent Study for Naval Science,Edwin Powers (ep472)
Cornell University,SP22,NBA 3000,Designing New Ventures,Tom Schryver (tps1)
Cornell University,SP22,NBA 4720,Managing Family and Privately Held Firms,Margarita Tsoutsoura (mt765)
Cornell University,SP22,NBA 5000,Intermediate Accounting,Eric Yeung (pey4)
Cornell University,SP22,NBA 5010,Taxes and Business Strategy,Eric Yeung (pey4)
Cornell University,SP22,NBA 5020,Managerial Accounting and Reporting,John McKinley (jwm336)
Cornell University,SP22,NBA 5040,Federal Income Taxation of Real Estate Ventures,John McKinley (jwm336)
Cornell University,SP22,NBA 5060,Financial Statement Analysis,Ryan Guggenmos (rdg222)
Cornell University,SP22,NBA 5070,Entrepreneurship for Scientists and Engineers,Ryan Guggenmos (rdg222)
Cornell University,SP22,NBA 5075,Big Red Ventures,Ryan Guggenmos (rdg222)
Cornell University,SP22,NBA 5090,Advanced Financial Statement Analysis,John McKinley (jwm336)
Cornell University,SP22,NBA 5110,Financial Modeling,David Nichols (dcn6)
Cornell University,SP22,NBA 5111,Foundations of Financial Modeling,Sanjeev Bhojraj (sb235)
Cornell University,SP22,NBA 5120,Applied Portfolio Management,Sanjeev Bhojraj (sb235)
Cornell University,SP22,NBA 5140,Ethics and Corporate Culture,Sanjeev Bhojraj (sb235)
Cornell University,SP22,NBA 5150,Leadership Theory and Practice,Bradley Treat (bnt5)
Cornell University,SP22,NBA 5180,Intro to Design and Innovation,Bradley Treat (bnt5)
Cornell University,SP22,NBA 5205,Digital Business and Retail Operations,Tom Schryver (tps1)
Cornell University,SP22,NBA 5245,Introduction to Macroeconomics,David Nichols (dcn6)
Cornell University,SP22,NBA 5250,Cayuga Fund Equity Analyst,Xinyu Zhang (xz687)
Cornell University,SP22,NBA 5255,Global Macroeconomics News and Events,Xinyu Zhang (xz687)
Cornell University,SP22,NBA 5301,Intermediate Design and Programming for Web,Xinyu Zhang (xz687)
Cornell University,SP22,NBA 5305,Entrepreneurial Finance: Valuation and Term Sheet Design,David Nichols (dcn6)
Cornell University,SP22,NBA 5330,Management Cases,Scott Stewart (sds58)
Cornell University,SP22,NBA 5350,Federal Income Taxation of Corporations and Shareholders,Dana Radcliffe (dmr42)
Cornell University,SP22,NBA 5355,"Federal Income Taxation of Flow Through Entities, Estates and Trusts",Dana Radcliffe (dmr42)
Cornell University,SP22,NBA 5360,Investment Banking Essentials,Michael Hostetler (mjh35)
Cornell University,SP22,NBA 5370,Intensive Private Equity Practicum,Michael Hostetler (mjh35)
Cornell University,SP22,NBA 5380,The Business Idea Factory,Michael Hostetler (mjh35)
Cornell University,SP22,NBA 5390,Profiles in Leadership,Michael Hostetler (mjh35)
Cornell University,SP22,NBA 5410,Project Management,Stefanie Kubanek (sek274)
Cornell University,SP22,NBA 5420,Investment and Portfolio Management,Stefanie Kubanek (sek274)
